game_title,platform,critic_name,review_text,critic_score,global_metascore
medal of honor: airborne,pc,Gamers' Temple,"Medal of Honor Airborne is an enjoyable game, due in large to the development team's efforts to make a game that isn't just another World War II shooter clone. It won't take the shooter world by storm, but it is certainly fun to play.",84,78
medal of honor: airborne,pc,PC Zone UK,"It rewards a determination to enjoy what it has to offer. But equally, the game's finer moments could equally pass people by. [Oct 2007, p.56]",83,78
medal of honor: airborne,pc,Pelit (Finland),Medal of Honor: Airborne brings some very nice ideas to an already dead genre. Without the embarrassing enemies and the harsh difficulty level this could be the best MoH game to date. [Sept 2007],83,78
medal of honor: airborne,pc,PGNx Media,"Medal of Honor Airborne delivers the most compelling MOH experience in recent years. If you’re looking for a fun, chaotic WWII game this Holiday season, Medal of Honor Airbone is a great choice.",83,78
medal of honor: airborne,pc,Jolt Online Gaming UK,"Medal Of Honour: Airborne may well be as gung-ho as a cigar-chomping drill instructor and as shallow as the pool of blood left by one of your expendable buddies, but it doesn’t profess to be anything more than an exciting and enjoyable week’s worth of FPS action.",83,78
medal of honor: airborne,pc,DailyGame,"It's not quite as open ended as we'd hoped it would be, but the taste of freedom has whet our appetite for more, and the weapons upgrades keep gunplay fresh throughout the campaign.",83,78
medal of honor: airborne,pc,Game Chronicles,Airborne is not a ground breaking game but it does take a new look at World War II first person shooters. Dropping in and deciding where and what you want to do first adds to the overall carefree style of the game and begins that arduous trek toward freestyle gaming that is just a step around the corner.,83,78
medal of honor: airborne,pc,GameStar,"No linear levels, no historical correctness. Medal of Honor: Airborne needs getting used to, but then it's World War fast food - easily digested, very entertaining and over much too soon.",81,78
medal of honor: airborne,pc,VideoGamer,"This is not gaming perfection or a must have title that will be remembered for decades, but if you like war romps, and you long for the feel of Frontline or Underground, pick up this brilliant war game.",80,78
medal of honor: airborne,pc,ActionTrip,"Nonetheless, despite some of its shortcomings, I still recommend MoH: Airborne to shooter fans. With a couple of patches that tweak the AI and collision detection, one should overlook the lack of more single-player content as the gameplay experience you'll get is rewarding enough to warrant a purchase.",80,78
medal of honor: airborne,pc,GameZone,"Though we have seen many games like this, the choice of dropping in at any location on the battleground is a nice change from the linear maps most are used to.",80,78
medal of honor: airborne,pc,PC Format,"Traditional FPS, but it still feels fresh - only the WWII setting and theme tune reveals this is another Medal of Honor game. [Nov 2007, p.46]",80,78
medal of honor: airborne,pc,AceGamez,This is the most original first person shooter I have come across since Doom 3's blend of horror and action.,80,78
medal of honor: airborne,pc,IC-Games,"Medal of Honor: Airborne is certainly an improvement on what many perceived as a dying brand. It’s not up there yet with the likes of the impending Call of Duty 4, but with a little more innovation and improvements to the online side we can certainly see a return to grace for the once mighty series.",80,78
medal of honor: airborne,pc,Computer Games Online RO,"Medal of Honor: Airborne, is a game that’s generally good, but with a few problems here and there.",80,78
medal of honor: airborne,pc,Thunderbolt,"Despite my few complaints, Airborne is still an excellent game. From start to finish, I was absolutely hooked and couldn’t stop playing.",80,78
medal of honor: airborne,pc,IGN,"Medal of Honor: Airborne, while not perfect, is definitely the best game in the franchise to come along in quite a while.",79,78
medal of honor: airborne,pc,GameTrailers,"The lack of narrative finesse and the toning down of the scripted events was a good call. It’s not quite the open world shooter that was promised, but it’s definitely a step in the right direction.",78,78
medal of honor: airborne,pc,GamerNode,"There are some memorable action scenes in Airborne, along with some great visuals and a top-notch presentation. But be careful, because it's over before you know it.",75,78
medal of honor: airborne,pc,Gaming Age,"If you want my advice, keep the idea, change the time line, okay?",75,78
medal of honor: airborne,pc,Game Informer,"Medal of Honor: Airborne sprinkles minor moments of brilliance though a minefield of questionable game design. Fans of the series will experience some memorable gunfights, but if you’re a casual gamer looking for a great World War II title, stick with Call of Duty.",73,78
medal of honor: airborne,pc,GameWatcher,Medal of Honor: Airborne is a game that needs time ploughed into it to reap the fill awards. If you’re looking for something that will reinvigorate your experience of WWII FPS’ then look elsewhere. But if you are looking for an excuse to take the same old fight back to the Nazis’ then here is your answer.,72,78
medal of honor: airborne,pc,Game Over Online,"I found the controls very sloppy for an FPS, and almost downright unresponsive during short periods when there was a big explosion or several grenades going off at once (seemingly independent of whether or not the explosion was actually in my field of view at the time).",72,78
medal of honor: airborne,pc,Gamer 2.0,"So although it may not be worth a purchase, it’s worth playing around with, if only for a while.",71,78
medal of honor: airborne,pc,Edge Magazine,"Levels lose the false drama of scripted sequences but take on something much more satisfying. Everything that happens in Airborne’s dropzones, from shameful deaths to GI Joe heroics, feels like it’s because of you, and it usually is. [Oct 2007, p.92]",70,78
medal of honor: airborne,pc,GameSpot,"If you're tired of the genre, Airborne won't do anything to change your mind, but if you're looking to fight for the Allied cause yet again, it's a worthy tour of duty.",70,78
medal of honor: airborne,pc,GameSpy,"Lousy AI balancing and assorted cheap tricks constantly remind you that it's never quite a fair fight; the designers are always lurking behind the scenes, ready to pull the rug out from under you at any time.",70,78
medal of honor: airborne,pc,1UP,"Similarly, Airborne's standout feature -- land where you will and fight your way through objectives in whatever order you want -- is less about reliving history than saving a sagging series for which decision-making has meant ""where to shoot"" and ""what to shoot with.""",70,78
medal of honor: airborne,pc,Game Almighty,"If you can get past the frustrating gameplay mechanics, Medal of Honor: Airborne can be an enjoyable experience. The presentation is fantastic and the multiplayer is surprisingly fun, but unfortunately Airborne’s new features feel like a desperate attempt to get one more iteration out of this aging series.",65,78
medal of honor: airborne,pc,Armchair Empire,"All in all, Medal of Honor: Airborne brings a sense of authenticity and realism with a tinge of the arcade to a simulation of a daring period in American military history.",65,78
medal of honor: airborne,pc,Boomtown,"Airborne was supposed to be a WW2 masterpiece, but it failed to be nothing more than a disappointment.",60,78
medal of honor: airborne,pc,GameShark,"The game certainly has its moments and is by no means a lost cause, but in the end the game is only strongly recommended for World War II shooter completists and long standing fans of the Medal of Honor series.",58,78
space hulk,pc,Pelit (Finland),"Space Hulk is a pretty good adaptation of a great board game. I really liked the game mechanics, so I also enjoyed the single player campaign, even though it was quite short. [Sept 2013]",83,58
